dateCrawled,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,postalCode
2016-03-06 20:49:46,4200,kleinwagen,2008,manuell,45,fortwo,100000,5,diesel,smart,nein,41569
2016-03-06 20:49:54,2500,limousine,2006,manuell,170,a3,150000,11,diesel,audi,ja,74889
2016-03-06 20:49:56,1100,kleinwagen,2001,manuell,75,golf,150000,8,benzin,volkswagen,nein,57074
2016-03-06 21:06:16,19500,suv,2011,manuell,136,sportage,60000,12,diesel,kia,nein,35708
2016-03-06 21:06:17,2900,cabrio,1994,manuell,150,3er,150000,6,benzin,bmw,nein,56321
2016-03-06 21:06:18,1350,kleinwagen,2000,manuell,60,punto,150000,10,benzin,fiat,nein,61352
2016-03-06 21:06:18,200,kombi,1999,manuell,95,escort,150000,3,benzin,ford,ja,35708
2016-03-06 21:06:19,6849,kombi,2002,manuell,231,3er,150000,7,benzin,bmw,nein,61191
2016-03-06 21:06:19,999,kleinwagen,1999,manuell,54,corsa,150000,12,benzin,opel,nein,35457
2016-03-06 21:06:20,3600,kombi,2005,automatik,155,signum,150000,10,benzin,opel,nein,65205
2016-03-06 21:06:20,13499,kombi,2009,automatik,224,c_klasse,150000,7,diesel,mercedes_benz,nein,35075
2016-03-06 21:06:21,12500,limousine,2011,manuell,143,3er,125000,9,diesel,bmw,nein,35440
2016-03-06 21:06:22,3500,limousine,1994,manuell,140,80,150000,0,benzin,audi,ja,57567
2016-03-06 21:06:22,999,limousine,1990,manuell,136,vectra,150000,11,benzin,opel,nein,60486
2016-03-06 21:06:24,2500,kombi,2002,automatik,155,a6,150000,3,diesel,audi,nein,61169
2016-03-06 21:06:24,3199,coupe,2004,manuell,125,astra,150000,11,diesel,opel,nein,65428
2016-03-06 21:06:25,3555,cabrio,1993,automatik,192,3er,150000,10,benzin,bmw,nein,56579
2016-03-06 21:06:39,5650,bus,2008,manuell,0,touran,150000,3,diesel,volkswagen,nein,65193
2016-03-06 21:06:40,18900,limousine,2013,manuell,136,i_reihe,50000,10,diesel,hyundai,nein,65321
2016-03-06 21:06:42,6250,limousine,2004,automatik,241,andere,150000,12,diesel,mercedes_benz,nein,60433
2016-03-06 21:06:43,3999,kombi,2003,automatik,204,e_klasse,150000,4,diesel,mercedes_benz,nein,56072
2016-03-06 21:06:53,3000,limousine,2005,manuell,143,ptcruiser,150000,10,benzin,chrysler,nein,56077
2016-03-06 21:06:57,698,kombi,1995,manuell,144,850,150000,7,benzin,volvo,nein,60323
2016-03-06 21:06:58,2450,kleinwagen,2007,manuell,58,clio,150000,7,benzin,renault,ja,63067
2016-03-06 21:06:58,7298,limousine,2009,automatik,105,golf,70000,10,diesel,volkswagen,ja,65760
2016-03-06 21:11:23,6500,limousine,2003,automatik,145,e_klasse,150000,3,diesel,mercedes_benz,nein,60437
2016-03-06 21:21:48,15100,suv,2010,manuell,143,kuga,80000,1,diesel,ford,nein,35619
2016-03-06 21:22:07,7200,kombi,2011,manuell,110,astra,150000,3,diesel,opel,nein,65239
2016-03-06 21:22:09,1200,kombi,2001,automatik,140,v70,150000,9,benzin,volvo,ja,60313
2016-03-06 21:22:30,17500,kombi,2013,manuell,140,mondeo,60000,4,diesel,ford,nein,65599
2016-03-06 21:22:50,1900,bus,2001,manuell,0,zafira,150000,9,diesel,opel,nein,63065
2016-03-06 21:23:39,2500,kleinwagen,2000,manuell,75,a2,150000,9,benzin,audi,nein,61250
2016-03-06 21:23:45,3750,bus,1997,automatik,140,transporter,150000,6,benzin,volkswagen,nein,60386
2016-03-06 21:23:49,3650,cabrio,2004,manuell,110,2_reihe,150000,3,benzin,peugeot,nein,65549
2016-03-06 21:23:50,0,kleinwagen,1992,manuell,90,civic,150000,5,benzin,honda,ja,35789
2016-03-06 21:23:50,3999,kombi,2006,manuell,109,andere,150000,4,benzin,peugeot,nein,56220
2016-03-06 21:24:06,24900,kombi,2012,manuell,204,a6,150000,12,diesel,audi,nein,65589
2016-03-06 21:24:09,600,kleinwagen,1993,manuell,113,polo,150000,1,benzin,volkswagen,nein,55497
2016-03-06 21:24:14,1600,limousine,1994,manuell,150,c_klasse,5000,7,benzin,mercedes_benz,ja,35796
2016-03-06 21:25:24,1900,limousine,2003,manuell,101,golf,150000,12,diesel,volkswagen,nein,61239
2016-03-06 21:25:24,850,limousine,2000,manuell,50,yaris,150000,1,benzin,toyota,nein,51570
2016-03-06 21:25:25,2500,limousine,2003,manuell,163,5er,150000,4,diesel,bmw,nein,65205
2016-03-06 21:25:26,1999,suv,1996,automatik,156,andere,150000,1,benzin,ford,nein,61250
2016-03-06 21:25:26,12500,suv,2004,manuell,250,cayenne,100000,6,benzin,porsche,nein,60435
2016-03-06 21:25:27,69500,bus,1973,manuell,50,transporter,20000,1,benzin,volkswagen,nein,35037
2016-03-06 21:25:28,15500,limousine,2007,automatik,140,a6,150000,11,diesel,audi,nein,60489
2016-03-06 21:25:45,2350,limousine,2001,manuell,116,bora,100000,9,benzin,volkswagen,nein,35415
2016-03-06 21:25:47,14999,coupe,2010,manuell,200,andere,80000,11,benzin,peugeot,nein,65510
2016-03-06 21:25:47,4990,cabrio,2005,manuell,109,2_reihe,50000,9,benzin,peugeot,nein,65439
2016-03-06 21:25:48,1890,kombi,2004,manuell,75,fabia,150000,4,benzin,skoda,nein,57299
2016-03-06 21:25:58,3999,kombi,2002,manuell,101,golf,150000,12,diesel,volkswagen,nein,65183
2016-03-06 21:25:59,350,coupe,1990,manuell,75,kadett,150000,10,benzin,opel,ja,55118
2016-03-06 21:36:16,7700,kleinwagen,2009,manuell,86,polo,90000,10,benzin,volkswagen,nein,67346
2016-03-06 21:36:17,26500,coupe,2010,automatik,239,a5,125000,4,diesel,audi,nein,6809
2016-03-06 21:36:18,13990,limousine,2013,manuell,86,golf,30000,7,benzin,volkswagen,nein,30823
2016-03-06 21:36:19,8299,kleinwagen,2011,automatik,97,fiesta,60000,11,benzin,ford,nein,13125
2016-03-06 21:36:19,1200,kleinwagen,2002,manuell,75,clio,150000,12,benzin,renault,nein,25870
2016-03-06 21:36:20,5390,kombi,2006,manuell,136,3_reihe,125000,8,diesel,peugeot,nein,51515
2016-03-06 21:36:20,2999,limousine,2006,manuell,136,focus,150000,2,diesel,ford,nein,77761
2016-03-06 21:36:21,6900,limousine,2007,manuell,116,a_klasse,60000,9,benzin,mercedes_benz,nein,94327
2016-03-06 21:36:21,4850,limousine,2001,manuell,170,3er,150000,8,benzin,bmw,nein,60439
2016-03-06 21:36:23,7500,limousine,2004,manuell,170,5er,150000,4,benzin,bmw,nein,83024
2016-03-06 21:36:24,3999,limousine,2003,manuell,102,passat,150000,4,lpg,volkswagen,nein,27711
2016-03-06 21:36:24,2200,kleinwagen,2005,manuell,80,fiesta,125000,4,benzin,ford,nein,15526
2016-03-06 21:36:25,14850,limousine,2009,manuell,211,golf,80000,6,benzin,volkswagen,nein,59556
2016-03-06 21:36:34,950,limousine,1994,manuell,140,850,150000,4,benzin,volvo,nein,56743
2016-03-06 21:36:38,2100,kombi,1999,manuell,101,golf,150000,7,benzin,volkswagen,nein,21643
2016-03-06 21:36:42,2699,limousine,2005,manuell,150,leon,150000,4,diesel,seat,nein,95448
2016-03-06 21:36:42,4850,limousine,2005,automatik,140,a3,150000,9,diesel,audi,ja,39443
2016-03-06 21:36:44,8750,kombi,2010,manuell,140,mondeo,150000,9,diesel,ford,nein,29664
2016-03-06 21:36:44,4300,kombi,2003,manuell,179,andere,150000,12,diesel,audi,nein,10557
2016-03-06 21:36:53,5000,limousine,2001,automatik,163,c_klasse,150000,5,benzin,mercedes_benz,nein,38855
2016-03-06 21:36:57,6500,suv,2004,automatik,204,x_reihe,150000,3,diesel,bmw,nein,86153
2016-03-06 21:36:58,600,limousine,1996,manuell,101,a4,150000,3,benzin,audi,nein,84144
2016-03-06 21:37:00,3150,limousine,2003,manuell,75,golf,150000,2,benzin,volkswagen,nein,42657
2016-03-06 21:37:00,590,kombi,1998,manuell,116,v40,150000,7,benzin,volvo,nein,12355
2016-03-06 21:37:01,11750,kombi,2010,automatik,143,3er,150000,5,diesel,bmw,nein,56858
2016-03-06 21:37:01,4850,limousine,2005,automatik,140,a3,150000,9,diesel,audi,ja,39443
2016-03-06 21:37:04,5800,kombi,2004,automatik,204,e_klasse,150000,4,diesel,mercedes_benz,nein,67061
2016-03-06 21:37:05,6300,kleinwagen,2004,manuell,170,cooper,125000,9,benzin,mini,nein,26842
2016-03-06 21:37:06,9700,kleinwagen,2012,manuell,90,polo,40000,6,benzin,volkswagen,nein,54426
2016-03-06 21:37:13,2750,kleinwagen,2006,manuell,94,andere,125000,10,lpg,chevrolet,nein,47179
2016-03-06 21:37:15,2480,kleinwagen,2005,manuell,69,sirion,150000,12,benzin,daihatsu,nein,47138
2016-03-06 21:37:19,8500,bus,2007,manuell,170,touran,150000,1,diesel,volkswagen,nein,84140
2016-03-06 21:37:19,6850,kombi,2009,manuell,174,cooper,150000,1,benzin,mini,nein,49811
2016-03-06 21:37:20,14999,limousine,2014,manuell,105,golf,50000,4,diesel,volkswagen,nein,8064
2016-03-06 21:37:20,500,kleinwagen,1999,manuell,54,corsa,125000,11,benzin,opel,ja,80992
2016-03-06 21:37:21,13500,coupe,2010,automatik,170,passat,150000,12,diesel,volkswagen,nein,72644
2016-03-06 21:37:22,1000,suv,1990,automatik,184,cherokee,150000,3,lpg,jeep,ja,97350
2016-03-06 21:37:22,2890,bus,2005,manuell,131,andere,150000,7,diesel,renault,nein,91781
2016-03-06 21:37:24,16400,suv,2008,automatik,218,grand,150000,7,diesel,jeep,nein,83395
2016-03-06 21:37:26,1500,kombi,1998,manuell,110,a4,150000,5,diesel,audi,nein,74869
2016-03-06 21:37:33,750,kleinwagen,1997,manuell,58,twingo,150000,12,benzin,renault,nein,27578
2016-03-06 21:37:35,6850,limousine,2003,manuell,150,e_klasse,150000,5,diesel,mercedes_benz,nein,58762
2016-03-06 21:37:35,7600,kleinwagen,2012,automatik,71,fortwo,30000,3,benzin,smart,nein,15344
2016-03-06 21:37:37,0,kombi,2009,manuell,220,insignia,100000,5,benzin,opel,nein,95182
2016-03-06 21:37:38,3000,kleinwagen,2006,manuell,72,aveo,70000,10,benzin,chevrolet,nein,13593
2016-03-06 21:37:39,13350,kleinwagen,2012,manuell,90,polo,40000,3,benzin,volkswagen,nein,15831
2016-03-06 21:37:41,6300,kleinwagen,2012,automatik,71,fortwo,30000,7,benzin,smart,nein,14532
2016-03-06 21:37:41,25000,limousine,2011,automatik,204,a6,125000,8,diesel,audi,nein,97464
2016-03-06 21:37:44,950,limousine,2000,manuell,104,ptcruiser,150000,8,benzin,chrysler,nein,27755
2016-03-06 21:37:44,400,limousine,1998,manuell,125,carisma,150000,1,benzin,mitsubishi,nein,90441
2016-03-06 21:37:55,5400,kleinwagen,2007,manuell,80,polo,150000,9,diesel,volkswagen,nein,84478
2016-03-06 21:38:00,5999,kombi,2006,manuell,101,fabia,150000,7,diesel,skoda,nein,44623
2016-03-06 21:38:01,2200,limousine,1998,automatik,150,a6,150000,4,diesel,audi,nein,50321
2016-03-06 21:38:03,7500,limousine,2004,automatik,218,5er,150000,10,diesel,bmw,nein,12043
2016-03-06 21:38:03,6900,bus,2007,manuell,105,golf,125000,3,diesel,volkswagen,nein,52249
2016-03-06 21:38:04,4900,limousine,2005,manuell,102,golf,125000,3,benzin,volkswagen,nein,9117
2016-03-06 21:38:11,1250,kleinwagen,2000,manuell,60,1_reihe,80000,8,benzin,peugeot,nein,52477
2016-03-06 21:38:13,29490,limousine,2012,automatik,320,1er,60000,12,benzin,bmw,nein,84030
2016-03-06 21:38:14,1800,limousine,2004,manuell,98,megane,150000,3,benzin,renault,nein,73054
2016-03-06 21:38:17,1099,limousine,1996,manuell,101,golf,150000,5,benzin,volkswagen,nein,94086
2016-03-06 21:38:17,4100,kleinwagen,2008,manuell,86,ibiza,100000,5,lpg,seat,nein,9419
2016-03-06 21:38:18,1400,coupe,1992,manuell,192,3er,150000,11,benzin,bmw,nein,92715
2016-03-06 21:38:19,21200,bus,2012,manuell,105,touran,50000,10,diesel,volkswagen,nein,89079
2016-03-06 21:38:19,2600,kombi,1997,manuell,170,3er,150000,12,benzin,bmw,nein,84453
2016-03-06 21:38:20,8999,kombi,2008,manuell,170,a4,150000,7,diesel,audi,nein,22889
2016-03-06 21:38:22,750,limousine,2000,manuell,101,a4,150000,10,benzin,audi,ja,72108
2016-03-06 21:38:23,7500,kombi,2011,manuell,163,6_reihe,150000,2,diesel,mazda,nein,88213
2016-03-06 21:38:24,29000,limousine,2012,automatik,258,5er,125000,5,diesel,bmw,nein,83052
2016-03-06 21:38:30,5299,bus,2007,manuell,120,andere,150000,3,diesel,citroen,nein,32289
2016-03-06 21:38:34,4899,cabrio,1998,manuell,116,z_reihe,150000,6,benzin,bmw,nein,32107
2016-03-06 21:38:35,1450,limousine,1998,manuell,101,golf,150000,3,benzin,volkswagen,nein,77656
2016-03-06 21:38:38,6500,kleinwagen,2012,manuell,69,ka,30000,3,benzin,ford,nein,12526
2016-03-06 21:38:39,5599,kombi,2008,manuell,140,passat,150000,1,diesel,volkswagen,nein,30938
2016-03-06 21:38:40,1500,kleinwagen,1991,manuell,90,golf,150000,5,benzin,volkswagen,nein,67808
2016-03-06 21:38:41,1300,limousine,1999,manuell,150,bora,150000,9,benzin,volkswagen,nein,6749
2016-03-06 21:38:42,5555,kleinwagen,2007,manuell,64,polo,90000,3,benzin,volkswagen,nein,10997
2016-03-06 21:38:49,1000,kombi,1997,automatik,193,5er,150000,0,benzin,bmw,ja,1833
2016-03-06 21:38:51,2400,limousine,2000,manuell,101,golf,150000,2,benzin,volkswagen,nein,26842
2016-03-06 21:38:52,7990,limousine,2011,manuell,105,golf,125000,3,benzin,volkswagen,nein,89165
2016-03-06 21:38:53,1700,kleinwagen,2003,manuell,60,lupo,150000,3,benzin,volkswagen,nein,39646
2016-03-06 21:38:54,28250,limousine,2013,manuell,320,m_reihe,40000,2,benzin,bmw,nein,78549
2016-03-06 21:38:55,2500,kleinwagen,2003,automatik,75,fabia,150000,6,benzin,skoda,nein,84149
2016-03-06 21:38:55,2500,limousine,1999,manuell,75,golf,100000,3,benzin,volkswagen,nein,81669
2016-03-06 21:38:56,4200,bus,2008,automatik,125,meriva,150000,8,benzin,opel,nein,56814
2016-03-06 21:38:57,11500,cabrio,2012,manuell,122,eos,70000,6,benzin,volkswagen,ja,81545
2016-03-06 21:38:57,4490,kleinwagen,2009,automatik,68,c1,70000,1,benzin,citroen,nein,1824
2016-03-06 21:38:58,598,limousine,1998,manuell,99,primera,150000,9,benzin,nissan,nein,17033
2016-03-06 21:38:59,900,coupe,1995,manuell,141,3er,150000,1,benzin,bmw,nein,33647
2016-03-06 21:39:00,400,bus,2001,manuell,0,espace,150000,5,diesel,renault,ja,45896
2016-03-06 21:39:05,5500,kombi,2007,manuell,105,golf,150000,10,diesel,volkswagen,nein,19336
2016-03-06 21:39:10,8500,limousine,2008,automatik,140,golf,150000,2,benzin,volkswagen,nein,90584
2016-03-06 21:39:10,500,kleinwagen,1995,manuell,60,corsa,150000,10,benzin,opel,nein,28779
2016-03-06 21:39:12,3300,limousine,1998,manuell,118,3er,150000,0,benzin,bmw,nein,16515
2016-03-06 21:39:12,7499,suv,2006,manuell,140,sorento,150000,8,diesel,kia,nein,47475
2016-03-06 21:39:13,1500,limousine,1997,automatik,136,e_klasse,150000,4,benzin,mercedes_benz,nein,59556
2016-03-06 21:39:21,10650,kombi,2010,manuell,98,clubman,40000,9,benzin,mini,nein,88690
2016-03-06 21:40:25,11700,limousine,2004,automatik,231,5er,150000,6,benzin,bmw,nein,55129
2016-03-06 21:40:33,5900,limousine,2003,manuell,170,3er,125000,11,benzin,bmw,nein,61118
2016-03-06 21:40:48,3500,limousine,2005,manuell,75,ibiza,125000,3,benzin,seat,nein,57520
2016-03-06 21:41:05,2750,kombi,2001,manuell,150,passat,150000,1,diesel,volkswagen,nein,56218
2016-03-06 21:41:07,18999,coupe,2011,automatik,160,a5,125000,4,benzin,audi,nein,55122
2016-03-06 21:41:09,13990,suv,2010,manuell,185,xc_reihe,150000,4,diesel,volvo,nein,63067
2016-03-06 21:41:17,1890,limousine,1996,automatik,150,e_klasse,150000,11,benzin,mercedes_benz,nein,46348
2016-03-06 21:41:22,8888,kombi,2011,automatik,105,fabia,100000,1,benzin,skoda,nein,70597
2016-03-06 21:41:25,11900,suv,2007,automatik,185,xc_reihe,150000,1,diesel,volvo,nein,44801
2016-03-06 21:41:43,11000,kombi,2008,automatik,140,a6,150000,8,diesel,audi,nein,24106
2016-03-06 21:41:45,1400,limousine,2000,manuell,82,a_klasse,150000,1,benzin,mercedes_benz,nein,70794
2016-03-06 21:41:57,1200,limousine,1999,manuell,105,3er,150000,7,benzin,bmw,nein,1689
2016-03-06 21:41:58,9500,limousine,2010,manuell,105,golf,60000,3,diesel,volkswagen,nein,73345
2016-03-06 21:41:59,3500,limousine,1994,manuell,160,civic,150000,3,benzin,honda,nein,12353
2016-03-06 21:42:00,8900,coupe,2007,manuell,174,cooper,100000,8,benzin,mini,nein,40595
2016-03-06 21:42:00,5490,kleinwagen,2008,manuell,86,ibiza,80000,5,benzin,seat,nein,56072
2016-03-06 21:42:01,7999,limousine,1974,manuell,95,andere,125000,4,benzin,mercedes_benz,nein,26789
2016-03-06 21:42:02,9500,kleinwagen,2010,manuell,122,cooper,70000,6,benzin,mini,nein,50354
2016-03-06 21:42:02,6999,kombi,2005,manuell,163,3er,150000,9,diesel,bmw,nein,42855
2016-03-06 21:42:04,4250,kleinwagen,2007,manuell,69,polo,150000,2,diesel,volkswagen,nein,32457
2016-03-06 21:42:05,4999,andere,2007,manuell,105,meriva,70000,11,benzin,opel,nein,98701
2016-03-06 21:42:05,2450,bus,2006,manuell,150,zafira,150000,5,diesel,opel,nein,86399
2016-03-06 21:42:08,4000,kleinwagen,2006,automatik,69,corsa,150000,7,diesel,opel,nein,65451
2016-03-06 21:42:15,4200,limousine,2007,manuell,170,leon,150000,10,diesel,seat,nein,88348
2016-03-06 21:42:18,18700,suv,2011,manuell,163,xc_reihe,125000,1,diesel,volvo,nein,48683
2016-03-06 21:42:20,2799,kleinwagen,2000,manuell,105,golf,150000,3,benzin,volkswagen,nein,14476
2016-03-06 21:42:20,990,kleinwagen,1999,manuell,43,twingo,150000,4,benzin,renault,nein,88289
2016-03-06 21:42:24,21500,limousine,2011,automatik,239,a4,125000,9,diesel,audi,nein,86157
2016-03-06 21:42:28,8750,kombi,2007,automatik,224,e_klasse,150000,4,diesel,mercedes_benz,nein,31171
2016-03-06 21:42:29,9900,kleinwagen,2012,manuell,75,up,30000,7,benzin,volkswagen,nein,70806
2016-03-06 21:42:29,10000,kombi,2007,manuell,179,a6,150000,5,diesel,audi,nein,7318
2016-03-06 21:42:39,1499,kleinwagen,2002,manuell,60,punto,150000,4,benzin,fiat,nein,24145
2016-03-06 21:42:41,2000,limousine,2002,manuell,110,golf,150000,10,benzin,volkswagen,nein,27711
2016-03-06 21:42:42,6499,kleinwagen,2009,manuell,80,polo,90000,3,benzin,volkswagen,nein,15562
2016-03-06 21:42:42,3999,limousine,2005,manuell,116,1er,150000,6,benzin,bmw,nein,84503
2016-03-06 21:42:44,2550,kleinwagen,2003,manuell,54,polo,125000,10,benzin,volkswagen,nein,73066
2016-03-06 21:43:00,4800,limousine,2003,manuell,179,golf,150000,6,benzin,volkswagen,nein,33758
2016-03-06 21:43:01,3600,bus,1991,manuell,45,andere,40000,6,benzin,suzuki,nein,6779
2016-03-06 21:43:01,7499,limousine,2006,automatik,150,e_klasse,150000,3,diesel,mercedes_benz,nein,77933
2016-03-06 21:43:02,2680,limousine,2003,automatik,150,3er,150000,5,diesel,bmw,nein,76135
2016-03-06 21:43:06,7550,limousine,2010,manuell,140,lancer,125000,11,diesel,mitsubishi,nein,7389
2016-03-06 21:43:07,1450,kombi,2003,manuell,116,focus,150000,10,diesel,ford,nein,91785
2016-03-06 21:43:07,4750,limousine,2005,manuell,105,golf,150000,10,diesel,volkswagen,nein,63477
2016-03-06 21:43:09,1350,limousine,1994,manuell,150,5er,125000,2,benzin,bmw,nein,72770
2016-03-06 21:43:11,6500,kombi,2005,manuell,140,a3,150000,2,diesel,audi,nein,21643
2016-03-06 21:43:14,2450,kleinwagen,2008,manuell,0,getz,100000,0,benzin,hyundai,nein,71229
2016-03-06 21:43:17,1999,limousine,2003,manuell,147,vectra,150000,8,benzin,opel,nein,44575
2016-03-06 21:43:18,6999,limousine,2003,automatik,177,e_klasse,125000,6,benzin,mercedes_benz,nein,56075
2016-03-06 21:43:19,7200,kombi,2005,manuell,116,a3,150000,3,benzin,audi,nein,44137
2016-03-06 21:43:20,15480,bus,2013,automatik,110,andere,50000,2,diesel,renault,nein,22339
2016-03-06 21:43:22,14990,kombi,2010,manuell,140,touran,90000,12,benzin,volkswagen,nein,12526
2016-03-06 21:43:24,1600,limousine,1996,manuell,101,vectra,150000,3,benzin,opel,nein,42799
2016-03-06 21:43:25,8800,cabrio,2002,manuell,170,a4,125000,7,benzin,audi,nein,83457
2016-03-06 21:43:27,1999,kleinwagen,2008,manuell,60,ka,150000,4,lpg,ford,nein,49594
2016-03-06 21:43:32,37777,limousine,2013,automatik,245,q5,70000,1,diesel,audi,nein,35638
2016-03-06 21:43:33,7900,limousine,1981,manuell,131,andere,125000,4,benzin,alfa_romeo,nein,64546
2016-03-06 21:43:38,9500,limousine,2005,automatik,204,e_klasse,150000,3,diesel,mercedes_benz,nein,44867
2016-03-06 21:43:48,1000,kleinwagen,1998,automatik,75,1_reihe,150000,2,benzin,peugeot,nein,37434
2016-03-06 21:43:50,949,kleinwagen,1997,manuell,60,ibiza,150000,2,benzin,seat,nein,39118
2016-03-06 21:43:51,15300,kleinwagen,2012,manuell,122,cooper,30000,7,benzin,mini,nein,82065
2016-03-06 21:43:51,2900,kleinwagen,2001,manuell,75,golf,150000,5,benzin,volkswagen,nein,50997
2016-03-06 21:43:52,1200,bus,1999,manuell,115,andere,5000,9,benzin,opel,nein,85354
2016-03-06 21:43:53,444,kombi,1997,manuell,85,escort,125000,7,benzin,ford,nein,64823
2016-03-06 21:43:55,1200,kleinwagen,2002,manuell,60,fiesta,150000,10,benzin,ford,nein,44145
2016-03-06 21:43:55,4300,limousine,2000,manuell,170,5er,150000,12,benzin,bmw,nein,72660
2016-03-06 21:43:57,5999,bus,1997,manuell,102,transporter,150000,8,diesel,volkswagen,nein,94158
2016-03-06 21:43:58,8950,limousine,2005,automatik,224,a6,150000,4,diesel,audi,nein,12351
2016-03-06 21:46:18,6900,kleinwagen,2009,manuell,60,polo,80000,8,benzin,volkswagen,nein,48734
2016-03-06 21:46:20,2400,kleinwagen,2005,manuell,75,polo,150000,3,benzin,volkswagen,nein,48163
2016-03-06 21:46:21,750,kleinwagen,1999,manuell,60,polo,150000,7,benzin,volkswagen,nein,94065
2016-03-06 21:46:24,14500,cabrio,2003,automatik,260,boxster,125000,9,benzin,porsche,nein,83135
2016-03-06 21:46:36,900,kleinwagen,1999,manuell,58,clio,150000,10,benzin,renault,nein,12101
2016-03-06 21:46:41,2399,coupe,1998,automatik,218,clk,150000,7,benzin,mercedes_benz,nein,86156
2016-03-06 21:46:43,500,kleinwagen,1997,manuell,54,andere,150000,3,benzin,fiat,ja,27478
2016-03-06 21:46:45,3990,kleinwagen,2009,manuell,61,fortwo,70000,10,benzin,smart,nein,55234
2016-03-06 21:46:50,380,limousine,1996,manuell,90,carisma,150000,1,benzin,mitsubishi,ja,48308
2016-03-06 21:47:01,9990,kleinwagen,2012,manuell,86,fabia,40000,6,benzin,skoda,nein,61231
2016-03-06 21:47:02,1700,coupe,1998,manuell,140,3er,150000,0,benzin,bmw,nein,86989
2016-03-06 21:47:07,6999,bus,1999,automatik,102,transporter,150000,2,diesel,volkswagen,nein,22525
2016-03-06 21:47:14,1550,kombi,1999,manuell,75,golf,100000,11,benzin,volkswagen,ja,71139
2016-03-06 21:47:15,2800,kleinwagen,2002,manuell,86,jazz,90000,4,benzin,honda,nein,53175
2016-03-06 21:47:17,3400,limousine,2001,manuell,120,147,70000,9,benzin,alfa_romeo,nein,28259
2016-03-06 21:47:19,250,kleinwagen,1999,manuell,54,corsa,150000,0,benzin,opel,ja,66882
2016-03-06 21:47:21,4200,cabrio,1999,manuell,116,golf,150000,3,benzin,volkswagen,nein,86738
2016-03-06 21:47:29,1090,kombi,1999,manuell,102,c_klasse,150000,1,diesel,mercedes_benz,ja,47551
2016-03-06 21:47:35,199,limousine,1995,manuell,55,polo,150000,1,benzin,volkswagen,nein,88239
2016-03-06 21:47:38,13800,kleinwagen,2014,manuell,110,polo,20000,8,benzin,volkswagen,nein,7987
2016-03-06 21:47:39,600,kleinwagen,2002,manuell,75,clio,150000,1,benzin,renault,nein,39264
2016-03-06 21:47:40,2500,kombi,2001,manuell,140,ptcruiser,150000,2,benzin,chrysler,nein,45219
2016-03-06 21:47:41,12300,cabrio,2004,automatik,171,slk,100000,11,benzin,mercedes_benz,nein,76356
2016-03-06 21:47:41,20500,suv,2011,automatik,231,m_klasse,150000,2,diesel,mercedes_benz,nein,49593
2016-03-06 21:47:42,29800,bus,2013,manuell,140,transporter,80000,3,diesel,volkswagen,nein,16259
2016-03-06 21:47:43,3250,kombi,2001,manuell,102,passat,150000,4,benzin,volkswagen,nein,27578
2016-03-06 21:47:44,7699,limousine,2008,manuell,105,golf,150000,2,diesel,volkswagen,nein,3130
2016-03-06 21:47:45,3990,kleinwagen,2008,manuell,80,fiesta,80000,4,benzin,ford,nein,42719
2016-03-06 21:47:46,950,kleinwagen,2001,automatik,60,polo,150000,5,benzin,volkswagen,nein,28719
2016-03-06 21:47:46,8500,limousine,2010,manuell,95,a_klasse,60000,3,benzin,mercedes_benz,nein,32105
2016-03-06 21:47:55,3300,suv,2005,manuell,99,andere,90000,5,benzin,suzuki,nein,1589
2016-03-06 21:48:00,1699,kombi,2002,manuell,163,e_klasse,150000,7,benzin,mercedes_benz,nein,24119
2016-03-06 21:48:01,2200,limousine,2003,manuell,105,leon,150000,0,benzin,seat,nein,29410
2016-03-06 21:48:02,14500,limousine,2001,automatik,0,a8,150000,0,benzin,audi,nein,2625
2016-03-06 21:48:02,11600,kombi,2007,manuell,140,a4,90000,10,diesel,audi,nein,21789
2016-03-06 21:48:03,1100,kombi,2001,manuell,75,astra,150000,6,diesel,opel,nein,79341
2016-03-06 21:48:14,250,limousine,1992,manuell,90,80,150000,12,benzin,audi,ja,75378
2016-03-06 21:48:15,359,kombi,2015,manuell,143,3er,20000,6,diesel,bmw,nein,98693
2016-03-06 21:48:16,0,coupe,2003,manuell,140,3er,150000,8,lpg,bmw,nein,26892
2016-03-06 21:48:17,2450,kleinwagen,2001,manuell,75,golf,125000,12,benzin,volkswagen,nein,52525
2016-03-06 21:48:17,770,coupe,1993,manuell,50,polo,150000,9,benzin,volkswagen,nein,83734
2016-03-06 21:48:18,13250,kombi,2010,automatik,140,golf,150000,2,diesel,volkswagen,nein,32427
2016-03-06 21:48:20,12300,kleinwagen,2014,manuell,101,andere,30000,3,benzin,opel,nein,65428
2016-03-06 21:48:21,1250,kombi,2002,manuell,126,primera,150000,7,diesel,nissan,nein,42277
2016-03-06 21:48:23,9800,suv,2007,automatik,227,antara,80000,6,benzin,opel,nein,91166
2016-03-06 21:48:26,39999,cabrio,2011,automatik,320,6er,150000,8,benzin,bmw,nein,33818
2016-03-06 21:48:29,2500,kombi,2003,manuell,120,laguna,150000,11,benzin,renault,ja,59555
2016-03-06 21:48:33,4999,bus,2008,manuell,88,note,50000,9,benzin,nissan,nein,51515
